offer_accepted,mailer_type,average_balance,household_size,credit_cards_held,bank_accounts_open,own_your_home,homes_owned,income_level,credit_rating,profiles
No,Postcard,590.25,3,3,1,Yes,1,Medium,High,"Medium High Target"
No,Letter,699.75,2,3,1,Yes,1,High,Medium,"Medium High Target"
No,Postcard,833.50,6,1,2,No,2,Medium,High,"Medium High Target"
No,Letter,1188.25,3,3,3,No,2,Medium,High,"Medium High Target"
No,Postcard,870.50,3,2,1,Yes,2,Medium,High,"Medium High Target"
No,Letter,764.00,3,2,1,No,1,Medium,High,"Medium High Target"
No,Postcard,1219.25,4,2,2,Yes,1,Medium,High,"Medium High Target"
No,Postcard,1144.75,2,3,1,No,1,Medium,High,"Medium High Target"
No,Letter,913.00,5,2,1,Yes,2,Medium,High,"Medium High Target"
No,Postcard,1343.25,3,1,1,Yes,2,Medium,High,"Medium High Target"
No,Postcard,777.75,2,1,1,No,1,Medium,High,"Medium High Target"
No,Postcard,987.50,3,2,2,Yes,1,Medium,High,"Medium High Target"
No,Postcard,663.00,4,4,2,No,1,Medium,High,"Medium High Target"
No,Postcard,967.75,2,2,2,No,1,Medium,High,"Medium High Target"
No,Letter,1295.00,3,3,1,No,1,High,Medium,"Medium High Target"
No,Letter,1032.75,3,1,1,No,2,Medium,High,"Medium High Target"
No,Postcard,758.00,3,2,2,Yes,2,Medium,High,"Medium High Target"
No,Postcard,1279.00,1,2,3,No,1,Medium,High,"Medium High Target"
No,Letter,811.75,2,2,1,No,1,High,Medium,"Medium High Target"
No,Postcard,1034.50,5,1,2,No,2,Medium,High,"Medium High Target"
No,Letter,1532.75,4,1,2,Yes,2,High,Medium,"Medium High Target"
No,Letter,1216.25,5,3,1,Yes,1,High,Medium,"Medium High Target"
No,Postcard,1027.25,3,1,2,No,1,Medium,High,"Medium High Target"
No,Postcard,1155.00,5,3,3,Yes,1,Medium,High,"Medium High Target"
No,Letter,925.50,4,1,2,Yes,1,Medium,High,"Medium High Target"
No,Postcard,982.50,5,2,2,No,1,Medium,High,"Medium High Target"
No,Postcard,920.25,2,1,1,Yes,1,Medium,High,"Medium High Target"
No,Letter,1376.75,1,2,1,Yes,2,Medium,High,"Medium High Target"
No,Letter,1483.75,5,1,1,Yes,1,Medium,High,"Medium High Target"
No,Letter,668.25,4,2,1,Yes,1,High,Medium,"Medium High Target"
No,Postcard,777.25,1,3,1,Yes,2,Medium,High,"Medium High Target"
No,Postcard,956.00,3,2,2,Yes,1,Medium,High,"Medium High Target"
No,Postcard,950.25,2,2,1,Yes,2,Medium,High,"Medium High Target"
No,Postcard,1087.50,4,3,1,No,1,High,Medium,"Medium High Target"
No,Letter,979.50,3,2,1,Yes,2,Medium,High,"Medium High Target"
No,Postcard,991.00,3,1,3,Yes,1,High,Medium,"Medium High Target"
No,Letter,988.50,3,1,1,No,1,Medium,High,"Medium High Target"
No,Postcard,983.00,3,2,2,Yes,1,Medium,High,"Medium High Target"
No,Postcard,1241.50,3,3,1,Yes,1,Medium,High,"Medium High Target"
No,Letter,707.50,5,2,1,No,1,Medium,High,"Medium High Target"
No,Letter,1166.50,3,2,1,No,1,High,Medium,"Medium High Target"
No,Letter,1114.75,4,2,2,Yes,1,Medium,High,"Medium High Target"
No,Postcard,1317.00,5,2,1,Yes,1,High,Medium,"Medium High Target"
No,Postcard,1111.25,3,2,1,No,1,High,Medium,"Medium High Target"
No,Postcard,1026.50,4,2,1,Yes,1,Medium,High,"Medium High Target"
Yes,Postcard,916.50,2,2,1,Yes,1,High,Medium,"Medium High Target"
No,Postcard,1832.75,4,1,1,Yes,1,Medium,Medium,"Medium High Target"
No,Letter,1022.75,4,1,1,No,3,Medium,High,"Medium High Target"
No,Letter,691.50,3,1,2,Yes,2,High,Medium,"Medium High Target"
No,Letter,1314.25,4,2,2,Yes,1,Medium,High,"Medium High Target"
Yes,Postcard,1283.00,5,2,1,Yes,1,High,Medium,"Medium High Target"
No,Postcard,1385.00,2,2,1,No,2,Medium,High,"Medium High Target"
No,Letter,1107.75,5,2,1,No,1,High,Medium,"Medium High Target"
No,Letter,826.50,4,2,1,No,1,High,Medium,"Medium High Target"
No,Postcard,634.25,3,1,1,Yes,1,High,Medium,"Medium High Target"
No,Postcard,1020.50,3,1,1,Yes,1,Medium,High,"Medium High Target"
No,Postcard,1091.50,3,1,2,No,1,Medium,High,"Medium High Target"
No,Letter,957.75,2,2,1,No,1,Medium,High,"Medium High Target"
No,Postcard,902.50,4,1,2,Yes,2,Medium,High,"Medium High Target"
No,Letter,1185.50,3,1,2,Yes,2,Medium,High,"Medium High Target"
No,Letter,829.75,3,4,1,Yes,1,Medium,High,"Medium High Target"
No,Postcard,1158.75,5,2,1,No,1,Medium,High,"Medium High Target"
No,Letter,1195.00,5,2,1,Yes,1,Medium,High,"Medium High Target"
No,Letter,1229.00,4,3,1,No,1,Medium,High,"Medium High Target"
No,Postcard,1188.50,5,3,1,Yes,1,High,Medium,"Medium High Target"
No,Letter,1813.50,3,3,2,Yes,1,Medium,Medium,"Medium High Target"
No,Letter,1148.50,2,1,2,Yes,1,High,Medium,"Medium High Target"
No,Postcard,1252.50,3,3,1,No,1,High,Medium,"Medium High Target"
No,Letter,1232.50,3,2,1,Yes,1,Medium,High,"Medium High Target"
No,Letter,1069.00,6,1,2,Yes,1,High,Medium,"Medium High Target"
No,Letter,1052.50,4,2,1,Yes,2,High,Medium,"Medium High Target"
No,Postcard,1050.50,3,4,1,Yes,1,High,Medium,"Medium High Target"
No,Postcard,1024.75,3,1,1,Yes,1,Medium,High,"Medium High Target"
No,Postcard,1052.25,4,2,1,No,2,Medium,High,"Medium High Target"
No,Postcard,1166.25,5,2,1,Yes,1,High,Medium,"Medium High Target"
No,Letter,782.00,4,1,2,Yes,1,Medium,High,"Medium High Target"
No,Letter,1087.25,3,3,2,Yes,1,Medium,High,"Medium High Target"
No,Postcard,1111.75,3,2,1,Yes,1,High,Medium,"Medium High Target"
No,Postcard,1402.50,4,2,1,Yes,1,Medium,High,"Medium High Target"
No,Postcard,672.25,3,2,2,Yes,1,Medium,High,"Medium High Target"
No,Postcard,1127.25,2,2,1,No,1,Medium,High,"Medium High Target"
No,Postcard,928.00,5,1,2,Yes,1,Medium,High,"Medium High Target"
No,Postcard,1077.50,3,1,1,Yes,1,High,Medium,"Medium High Target"
No,Postcard,1089.75,3,3,1,No,1,High,Medium,"Medium High Target"
No,Letter,920.50,1,1,1,Yes,1,Medium,High,"Medium High Target"
No,Postcard,1065.00,6,1,2,No,1,Medium,High,"Medium High Target"
No,Letter,1095.00,3,1,1,Yes,1,High,Medium,"Medium High Target"
No,Postcard,826.25,3,1,1,Yes,1,Medium,High,"Medium High Target"
No,Postcard,984.25,5,3,1,No,1,Medium,High,"Medium High Target"
No,Postcard,1811.00,3,1,2,Yes,1,Medium,Medium,"Medium High Target"
No,Postcard,988.25,3,4,1,No,1,High,Medium,"Medium High Target"
No,Letter,950.50,3,3,1,Yes,1,Medium,High,"Medium High Target"
No,Letter,904.00,4,3,1,Yes,1,Medium,High,"Medium High Target"
No,Postcard,1442.75,3,3,1,Yes,1,Medium,High,"Medium High Target"
No,Letter,1367.75,3,3,2,Yes,1,Medium,High,"Medium High Target"
No,Letter,1008.00,3,3,2,No,1,High,Medium,"Medium High Target"
No,Letter,1055.00,4,1,1,Yes,1,Medium,High,"Medium High Target"
No,Letter,1139.75,2,2,2,No,2,Medium,High,"Medium High Target"
No,Letter,1014.00,3,3,1,Yes,1,Medium,High,"Medium High Target"
No,Letter,1063.00,3,2,1,Yes,1,High,Medium,"Medium High Target"
No,Letter,757.50,3,2,2,Yes,1,Medium,High,"Medium High Target"
No,Postcard,723.50,4,2,1,Yes,1,Medium,High,"Medium High Target"
No,Letter,1239.50,4,4,1,Yes,1,Medium,High,"Medium High Target"
No,Letter,1201.50,5,1,1,No,1,Medium,High,"Medium High Target"
No,Postcard,1329.00,2,3,2,No,1,High,Medium,"Medium High Target"
No,Letter,704.50,3,3,1,No,1,Medium,High,"Medium High Target"
No,Postcard,1045.75,3,4,2,Yes,1,High,Medium,"Medium High Target"
No,Postcard,1134.00,4,2,2,Yes,1,Medium,High,"Medium High Target"
No,Letter,1769.25,4,3,1,No,1,Medium,Medium,"Medium High Target"
No,Postcard,1118.50,2,1,1,Yes,1,Medium,High,"Medium High Target"
No,Postcard,1046.75,4,2,3,Yes,1,High,Medium,"Medium High Target"
No,Letter,974.00,2,1,1,Yes,1,High,Medium,"Medium High Target"
No,Letter,1037.00,3,1,1,Yes,1,High,Medium,"Medium High Target"
No,Letter,932.50,3,1,1,Yes,1,High,Medium,"Medium High Target"
No,Letter,817.00,5,2,1,Yes,1,Medium,High,"Medium High Target"
No,Postcard,802.00,3,2,1,Yes,1,Medium,High,"Medium High Target"
No,Letter,796.25,3,1,1,Yes,1,Medium,High,"Medium High Target"
No,Postcard,927.25,5,1,1,Yes,2,High,Medium,"Medium High Target"
No,Postcard,1199.00,2,1,1,Yes,1,Medium,High,"Medium High Target"
No,Postcard,628.25,5,3,1,Yes,1,High,Medium,"Medium High Target"
No,Letter,783.00,3,2,1,No,1,High,Medium,"Medium High Target"
No,Postcard,976.00,3,1,1,No,1,Medium,High,"Medium High Target"
No,Postcard,952.75,3,2,1,Yes,2,Medium,High,"Medium High Target"
No,Letter,924.00,5,2,1,Yes,2,Medium,High,"Medium High Target"
No,Postcard,1131.00,3,3,2,Yes,2,Medium,High,"Medium High Target"
No,Postcard,1318.00,2,2,1,No,1,Medium,High,"Medium High Target"
No,Letter,1164.50,4,2,1,Yes,1,Medium,High,"Medium High Target"
No,Postcard,1261.25,4,1,1,No,1,High,Medium,"Medium High Target"
No,Postcard,1123.25,2,1,1,Yes,2,Medium,High,"Medium High Target"
No,Postcard,1172.00,5,2,1,Yes,1,High,Medium,"Medium High Target"
No,Postcard,968.75,4,1,2,Yes,1,Medium,High,"Medium High Target"
No,Letter,800.75,4,1,1,Yes,1,High,Medium,"Medium High Target"
No,Letter,907.50,4,2,2,No,1,Medium,High,"Medium High Target"
No,Postcard,989.25,6,2,1,Yes,1,High,Medium,"Medium High Target"
No,Letter,1267.75,4,2,1,Yes,1,Medium,High,"Medium High Target"
No,Letter,935.00,2,2,1,No,1,Medium,High,"Medium High Target"
No,Postcard,1017.00,3,3,1,No,1,Medium,High,"Medium High Target"
No,Letter,964.75,4,1,1,No,1,Medium,High,"Medium High Target"
No,Postcard,922.00,1,1,1,No,1,High,Medium,"Medium High Target"
No,Postcard,1181.00,3,1,1,No,1,High,Medium,"Medium High Target"
No,Postcard,1118.00,2,3,1,Yes,1,High,Medium,"Medium High Target"
No,Postcard,964.00,4,2,1,No,2,Medium,High,"Medium High Target"
No,Letter,962.50,3,1,1,No,1,Medium,High,"Medium High Target"
No,Postcard,726.25,3,1,1,Yes,1,Medium,High,"Medium High Target"
No,Postcard,1113.25,4,1,1,No,1,Medium,High,"Medium High Target"
No,Postcard,1172.00,4,2,1,No,1,Medium,High,"Medium High Target"
No,Letter,1135.25,2,3,1,Yes,1,Medium,High,"Medium High Target"
No,Letter,994.75,3,2,1,Yes,3,High,Medium,"Medium High Target"
No,Letter,1090.50,4,2,2,No,1,High,Medium,"Medium High Target"
No,Letter,1275.25,4,3,1,No,1,Medium,High,"Medium High Target"
No,Postcard,687.50,3,3,1,Yes,1,High,Medium,"Medium High Target"
No,Letter,1208.50,2,2,1,No,1,High,Medium,"Medium High Target"
No,Postcard,945.75,5,2,1,No,2,High,Medium,"Medium High Target"
No,Postcard,880.00,6,2,1,No,2,High,Medium,"Medium High Target"
No,Postcard,1270.75,5,2,1,Yes,3,Medium,High,"Medium High Target"
No,Letter,1286.50,3,2,2,Yes,1,High,Medium,"Medium High Target"
No,Postcard,749.75,3,4,1,Yes,1,Medium,High,"Medium High Target"
No,Postcard,853.50,3,1,2,Yes,1,High,Medium,"Medium High Target"
No,Postcard,1323.25,3,2,1,No,1,Medium,High,"Medium High Target"
No,Postcard,718.25,4,3,1,Yes,1,Medium,High,"Medium High Target"
No,Postcard,949.50,5,2,1,No,1,Medium,High,"Medium High Target"
No,Postcard,819.25,4,1,1,Yes,1,Medium,High,"Medium High Target"
No,Letter,704.75,2,1,1,No,1,Medium,High,"Medium High Target"
No,Postcard,1321.75,3,3,2,Yes,1,High,Medium,"Medium High Target"
No,Letter,1022.00,5,2,1,Yes,1,Medium,High,"Medium High Target"
No,Postcard,1339.00,5,3,1,No,2,Medium,High,"Medium High Target"
No,Letter,966.75,3,2,1,No,1,Medium,High,"Medium High Target"
No,Letter,911.75,4,1,1,Yes,1,High,Medium,"Medium High Target"
No,Postcard,1349.00,6,2,1,No,1,Medium,High,"Medium High Target"
No,Letter,1366.75,5,1,1,No,1,High,Medium,"Medium High Target"
No,Letter,972.00,3,3,1,No,1,Medium,High,"Medium High Target"
No,Letter,1254.75,3,2,1,No,1,High,Medium,"Medium High Target"
No,Postcard,1133.50,2,2,2,Yes,1,Medium,High,"Medium High Target"
No,Letter,1123.75,3,3,1,No,1,High,Medium,"Medium High Target"
No,Letter,993.75,2,2,2,Yes,1,Medium,High,"Medium High Target"
No,Letter,1015.25,3,2,1,No,1,High,Medium,"Medium High Target"
No,Letter,1379.75,4,2,1,No,2,Medium,High,"Medium High Target"
No,Postcard,895.75,3,2,1,No,1,Medium,High,"Medium High Target"
No,Postcard,669.00,2,3,1,Yes,2,Medium,High,"Medium High Target"
No,Letter,1043.50,2,2,1,Yes,1,Medium,High,"Medium High Target"
No,Postcard,1044.00,5,3,1,No,1,Medium,High,"Medium High Target"
No,Postcard,995.25,4,3,1,No,1,Medium,High,"Medium High Target"
No,Letter,1244.25,1,1,1,Yes,1,Medium,High,"Medium High Target"
No,Postcard,1142.00,4,3,1,No,1,High,Medium,"Medium High Target"
No,Letter,1203.75,3,4,1,Yes,2,Medium,High,"Medium High Target"
No,Postcard,871.00,5,3,1,Yes,2,Medium,High,"Medium High Target"
No,Postcard,1150.25,4,1,1,Yes,1,Medium,High,"Medium High Target"
No,Postcard,1338.50,2,3,1,No,2,Medium,High,"Medium High Target"
No,Postcard,921.75,4,2,1,Yes,1,Medium,High,"Medium High Target"
No,Letter,675.75,3,3,1,No,2,Medium,High,"Medium High Target"
No,Postcard,1337.25,4,2,1,Yes,1,High,Medium,"Medium High Target"
No,Letter,1044.25,5,1,1,No,2,Medium,High,"Medium High Target"
No,Letter,1010.50,4,2,1,Yes,1,Medium,High,"Medium High Target"
Yes,Postcard,1348.75,3,2,2,Yes,1,High,Medium,"Medium High Target"
No,Letter,1390.00,3,2,2,Yes,1,Medium,High,"Medium High Target"
No,Letter,1364.00,4,2,1,Yes,1,High,Medium,"Medium High Target"
No,Letter,759.75,6,2,1,No,1,Medium,High,"Medium High Target"
No,Postcard,1053.50,3,1,2,Yes,1,Medium,High,"Medium High Target"
No,Letter,1016.25,3,1,1,No,1,High,Medium,"Medium High Target"
No,Letter,643.00,4,1,1,Yes,2,Medium,High,"Medium High Target"
No,Postcard,1069.25,4,2,1,Yes,1,Medium,High,"Medium High Target"
No,Postcard,897.50,3,3,1,No,2,Medium,High,"Medium High Target"
No,Postcard,936.75,1,2,1,Yes,1,High,Medium,"Medium High Target"
No,Letter,912.75,3,1,1,No,1,Medium,High,"Medium High Target"
No,Letter,834.00,3,2,2,Yes,2,Medium,High,"Medium High Target"
No,Postcard,967.00,3,2,2,Yes,1,High,Medium,"Medium High Target"
No,Postcard,1294.00,1,3,1,No,1,Medium,High,"Medium High Target"
No,Letter,1290.00,3,1,1,Yes,1,High,Medium,"Medium High Target"
No,Letter,965.50,5,1,2,No,1,Medium,High,"Medium High Target"
No,Postcard,913.50,6,1,1,No,1,High,Medium,"Medium High Target"
No,Postcard,1113.50,4,3,1,Yes,1,High,Medium,"Medium High Target"
No,Postcard,1169.75,5,2,1,No,1,Medium,High,"Medium High Target"
No,Letter,750.50,2,2,1,No,1,Medium,High,"Medium High Target"
No,Postcard,878.50,4,1,1,Yes,1,High,Medium,"Medium High Target"
No,Letter,1021.25,4,3,2,No,1,Medium,High,"Medium High Target"
No,Letter,1062.00,4,1,2,Yes,1,Medium,High,"Medium High Target"
No,Letter,1012.75,2,2,1,No,1,Medium,High,"Medium High Target"
No,Letter,1100.00,3,1,1,No,1,High,Medium,"Medium High Target"
No,Letter,1178.75,3,2,1,Yes,1,Medium,High,"Medium High Target"
No,Letter,1152.25,4,2,1,Yes,1,High,Medium,"Medium High Target"
No,Postcard,1106.00,4,2,2,Yes,2,Medium,High,"Medium High Target"
No,Postcard,867.50,3,2,1,No,2,Medium,High,"Medium High Target"
No,Postcard,780.75,5,2,1,Yes,1,Medium,High,"Medium High Target"
No,Letter,829.00,4,2,2,No,1,High,Medium,"Medium High Target"
No,Letter,1341.25,3,1,1,Yes,1,Medium,High,"Medium High Target"
No,Letter,1086.75,5,1,1,Yes,1,Medium,High,"Medium High Target"
Yes,Postcard,1056.75,2,3,1,Yes,1,High,Medium,"Medium High Target"
No,Postcard,817.25,4,2,1,Yes,1,High,Medium,"Medium High Target"
No,Postcard,939.75,4,1,1,Yes,1,Medium,High,"Medium High Target"
No,Letter,731.75,6,2,1,Yes,1,High,Medium,"Medium High Target"
No,Letter,1340.75,3,2,1,Yes,1,High,Medium,"Medium High Target"
No,Letter,759.75,4,2,1,Yes,1,High,Medium,"Medium High Target"
No,Postcard,1117.75,2,1,1,No,2,Medium,High,"Medium High Target"
No,Letter,1018.00,2,1,1,Yes,1,Medium,High,"Medium High Target"
No,Postcard,1093.00,5,2,1,Yes,1,High,Medium,"Medium High Target"
No,Letter,1463.50,4,4,1,Yes,1,High,Medium,"Medium High Target"
No,Postcard,1043.50,4,1,2,Yes,1,Medium,High,"Medium High Target"
No,Letter,1067.50,2,1,2,No,1,High,Medium,"Medium High Target"
No,Letter,1252.25,3,1,1,No,1,Medium,High,"Medium High Target"
No,Letter,1066.75,2,3,1,No,2,Medium,High,"Medium High Target"
No,Postcard,1050.75,1,3,1,No,1,High,Medium,"Medium High Target"
No,Postcard,1332.25,4,1,2,No,1,Medium,High,"Medium High Target"
No,Postcard,1193.25,3,2,1,Yes,1,High,Medium,"Medium High Target"
No,Letter,991.75,2,2,2,No,1,High,Medium,"Medium High Target"
No,Letter,721.00,5,2,2,No,1,Medium,High,"Medium High Target"
No,Letter,1090.00,4,2,2,Yes,1,High,Medium,"Medium High Target"
No,Letter,1095.50,4,2,1,Yes,2,High,Medium,"Medium High Target"
No,Postcard,829.75,3,1,2,No,2,High,Medium,"Medium High Target"
No,Letter,729.75,3,2,1,No,1,Medium,High,"Medium High Target"
No,Letter,973.75,2,2,1,No,1,High,Medium,"Medium High Target"
No,Postcard,752.50,4,1,1,Yes,1,Medium,High,"Medium High Target"
No,Postcard,730.00,5,2,1,Yes,1,Medium,High,"Medium High Target"
No,Letter,978.00,4,2,2,Yes,1,Medium,High,"Medium High Target"
No,Postcard,969.50,2,2,1,Yes,1,Medium,High,"Medium High Target"
No,Letter,729.50,3,3,1,No,1,High,Medium,"Medium High Target"
No,Postcard,1216.00,5,1,1,Yes,1,Medium,High,"Medium High Target"
No,Letter,1171.00,4,3,2,Yes,1,Medium,High,"Medium High Target"
No,Postcard,969.50,3,2,1,No,1,Medium,High,"Medium High Target"
No,Postcard,1813.00,2,3,2,No,1,Medium,Medium,"Medium High Target"
No,Postcard,792.75,3,1,2,No,1,High,Medium,"Medium High Target"
No,Postcard,1066.50,3,1,1,No,1,High,Medium,"Medium High Target"
No,Postcard,1032.75,4,2,1,Yes,1,High,Medium,"Medium High Target"
No,Postcard,829.25,5,3,1,Yes,1,High,Medium,"Medium High Target"
No,Letter,1118.25,3,1,1,No,1,Medium,High,"Medium High Target"
No,Postcard,998.75,3,1,1,Yes,1,Medium,High,"Medium High Target"
No,Postcard,1122.00,2,2,2,Yes,2,Medium,High,"Medium High Target"
No,Letter,1093.50,5,2,1,No,1,Medium,High,"Medium High Target"
No,Postcard,1287.25,4,1,2,Yes,1,High,Medium,"Medium High Target"
No,Letter,959.00,4,2,1,No,2,Medium,High,"Medium High Target"
No,Letter,1141.00,3,1,1,Yes,1,High,Medium,"Medium High Target"
No,Letter,1077.00,4,4,1,Yes,1,Medium,High,"Medium High Target"
No,Postcard,1178.75,3,3,1,No,1,High,Medium,"Medium High Target"
No,Letter,925.75,4,3,1,No,1,Medium,High,"Medium High Target"
No,Postcard,1117.75,2,2,1,Yes,2,Medium,High,"Medium High Target"
No,Postcard,886.50,5,2,1,Yes,1,High,Medium,"Medium High Target"
No,Letter,971.75,4,2,1,Yes,1,Medium,High,"Medium High Target"
No,Postcard,821.75,3,2,1,Yes,2,High,Medium,"Medium High Target"
No,Postcard,1102.00,5,1,1,Yes,1,Medium,High,"Medium High Target"
No,Postcard,1072.50,5,2,1,Yes,1,Medium,High,"Medium High Target"
No,Postcard,715.25,6,2,1,Yes,1,Medium,High,"Medium High Target"
No,Postcard,971.50,4,1,1,No,1,Medium,High,"Medium High Target"
No,Postcard,1025.50,2,1,2,No,1,Medium,High,"Medium High Target"
No,Letter,988.00,4,1,1,Yes,2,Medium,High,"Medium High Target"
No,Letter,1319.75,5,1,2,Yes,1,Medium,High,"Medium High Target"
No,Letter,1298.75,2,1,2,No,1,Medium,High,"Medium High Target"
No,Postcard,1040.50,4,1,1,Yes,1,Medium,High,"Medium High Target"
No,Postcard,980.50,4,2,1,Yes,1,High,Medium,"Medium High Target"
No,Letter,1004.25,4,1,2,No,1,High,Medium,"Medium High Target"
No,Postcard,1105.75,2,2,1,Yes,1,Medium,High,"Medium High Target"
No,Postcard,1058.75,2,2,1,Yes,1,High,Medium,"Medium High Target"
No,Postcard,1414.00,3,3,1,Yes,1,Medium,High,"Medium High Target"
No,Postcard,1007.00,5,2,1,Yes,1,Medium,High,"Medium High Target"
No,Letter,1009.25,5,1,1,No,1,Medium,High,"Medium High Target"
No,Letter,1097.25,4,2,1,Yes,1,High,Medium,"Medium High Target"
No,Postcard,1026.75,3,1,1,Yes,1,Medium,High,"Medium High Target"
No,Postcard,1077.25,4,1,1,No,1,Medium,High,"Medium High Target"
No,Postcard,643.75,4,1,1,No,2,Medium,High,"Medium High Target"
No,Letter,1127.00,3,2,1,Yes,1,Medium,High,"Medium High Target"
No,Postcard,1885.25,3,2,1,No,1,Medium,Medium,"Medium High Target"
No,Postcard,1219.75,3,1,1,Yes,1,Medium,High,"Medium High Target"
No,Letter,1128.75,3,2,1,Yes,1,Medium,High,"Medium High Target"
No,Letter,1147.50,4,1,1,Yes,2,Medium,High,"Medium High Target"
No,Postcard,1007.00,3,3,2,Yes,1,Medium,High,"Medium High Target"
No,Postcard,1168.75,3,1,1,No,1,Medium,High,"Medium High Target"
No,Postcard,727.50,4,1,2,No,1,Medium,High,"Medium High Target"
No,Letter,1169.50,3,2,1,No,2,High,Medium,"Medium High Target"
No,Postcard,1103.25,4,2,2,Yes,2,Medium,High,"Medium High Target"
No,Letter,1068.50,1,3,1,Yes,1,Medium,High,"Medium High Target"
No,Postcard,1175.75,5,2,1,No,1,Medium,High,"Medium High Target"
No,Letter,996.75,4,1,1,Yes,1,Medium,High,"Medium High Target"
No,Letter,1238.50,4,1,1,Yes,1,High,Medium,"Medium High Target"
No,Letter,999.25,3,2,1,Yes,1,Medium,High,"Medium High Target"
No,Letter,863.50,3,3,2,No,1,Medium,High,"Medium High Target"
No,Postcard,1249.25,3,1,2,Yes,1,Medium,High,"Medium High Target"
No,Letter,646.00,1,3,1,Yes,2,Medium,High,"Medium High Target"
No,Letter,737.50,4,3,1,No,1,Medium,High,"Medium High Target"
No,Letter,1025.75,6,2,2,No,1,Medium,High,"Medium High Target"
No,Postcard,959.75,1,2,1,Yes,1,Medium,High,"Medium High Target"
No,Postcard,1200.50,1,4,1,Yes,1,Medium,High,"Medium High Target"
No,Postcard,1195.25,2,1,1,Yes,1,High,Medium,"Medium High Target"
No,Letter,1285.75,4,2,1,Yes,1,Medium,High,"Medium High Target"
No,Postcard,728.75,3,2,2,Yes,1,High,Medium,"Medium High Target"
No,Letter,1064.25,3,2,1,No,1,Medium,High,"Medium High Target"
No,Postcard,774.25,5,3,1,Yes,1,High,Medium,"Medium High Target"
No,Postcard,1106.75,5,1,2,Yes,1,Medium,High,"Medium High Target"
No,Postcard,1218.00,4,2,1,Yes,1,Medium,High,"Medium High Target"
No,Postcard,1106.75,2,2,1,No,1,High,Medium,"Medium High Target"
No,Postcard,852.50,3,2,1,Yes,1,High,Medium,"Medium High Target"
No,Letter,1297.75,5,2,1,No,1,Medium,High,"Medium High Target"
No,Postcard,995.50,4,3,1,Yes,1,High,Medium,"Medium High Target"
No,Postcard,969.75,2,1,1,No,2,Medium,High,"Medium High Target"
No,Letter,1036.25,4,1,1,No,1,Medium,High,"Medium High Target"
No,Letter,1235.75,2,1,1,No,1,Medium,High,"Medium High Target"
No,Letter,1749.75,3,3,2,Yes,1,Medium,Medium,"Medium High Target"
No,Postcard,965.25,2,1,1,Yes,1,Medium,High,"Medium High Target"
No,Postcard,833.50,3,1,1,Yes,1,Medium,High,"Medium High Target"
No,Letter,1246.75,2,3,2,No,1,Medium,High,"Medium High Target"
No,Postcard,1043.75,3,2,1,Yes,1,Medium,High,"Medium High Target"
No,Letter,819.50,3,3,1,No,2,Medium,High,"Medium High Target"
No,Letter,590.00,6,2,1,Yes,1,Medium,High,"Medium High Target"
No,Postcard,991.75,1,3,1,No,1,High,Medium,"Medium High Target"
No,Letter,950.00,5,2,1,Yes,2,Medium,High,"Medium High Target"
No,Postcard,1242.50,3,4,2,Yes,1,Medium,High,"Medium High Target"
No,Postcard,1163.50,5,3,1,Yes,2,High,Medium,"Medium High Target"
No,Letter,1107.25,5,2,2,Yes,1,High,Medium,"Medium High Target"
No,Postcard,948.25,3,2,2,Yes,1,High,Medium,"Medium High Target"
No,Postcard,1355.75,3,1,2,Yes,1,High,Medium,"Medium High Target"
No,Postcard,1235.00,4,1,1,Yes,2,High,Medium,"Medium High Target"
No,Postcard,1055.75,5,2,1,Yes,1,High,Medium,"Medium High Target"
No,Postcard,1316.25,5,1,1,Yes,1,Medium,High,"Medium High Target"
No,Postcard,1196.00,4,1,1,No,2,High,Medium,"Medium High Target"
No,Letter,787.25,3,1,1,Yes,1,Medium,High,"Medium High Target"
No,Postcard,1192.25,6,2,2,Yes,1,High,Medium,"Medium High Target"
No,Postcard,1323.75,4,2,1,Yes,1,High,Medium,"Medium High Target"
No,Letter,977.50,2,2,1,Yes,1,Medium,High,"Medium High Target"
No,Postcard,965.00,3,2,1,Yes,1,High,Medium,"Medium High Target"
No,Letter,1323.75,4,1,2,No,1,Medium,High,"Medium High Target"
No,Postcard,1293.75,4,1,1,Yes,1,Medium,High,"Medium High Target"
No,Letter,1774.00,5,2,1,No,1,Medium,Medium,"Medium High Target"
No,Postcard,944.75,6,2,1,Yes,1,High,Medium,"Medium High Target"
No,Letter,814.00,4,3,1,No,1,High,Medium,"Medium High Target"
No,Letter,1012.75,4,1,1,Yes,2,Medium,High,"Medium High Target"
No,Postcard,1101.75,4,1,1,Yes,1,High,Medium,"Medium High Target"
Yes,Letter,839.00,3,2,1,Yes,2,High,Medium,"Medium High Target"
No,Postcard,1003.25,2,2,1,Yes,1,Medium,High,"Medium High Target"
No,Postcard,932.25,4,2,1,Yes,1,Medium,High,"Medium High Target"
No,Letter,883.00,5,2,2,Yes,1,Medium,High,"Medium High Target"
No,Postcard,1080.25,5,2,1,No,2,Medium,High,"Medium High Target"
No,Postcard,1044.50,2,1,1,Yes,1,High,Medium,"Medium High Target"
No,Postcard,1033.00,2,1,1,Yes,1,Medium,High,"Medium High Target"
No,Postcard,1016.25,4,2,1,No,2,Medium,High,"Medium High Target"
No,Letter,839.00,4,2,1,Yes,1,Medium,High,"Medium High Target"
